%1. Title: CK database - Feature_Emotion dataset
%
%2. Source: 
%	(a)Data   :cohn-kanade database
%	(b)Creater:Yean Seanglidet
%	(c)Date   :12-Feb-2014
@relation emotion

@ATTRIBUTE feature1 real
@ATTRIBUTE feature2 real
@ATTRIBUTE feature3 real
@ATTRIBUTE feature4 real
@ATTRIBUTE feature5 real
@ATTRIBUTE feature6 real
@ATTRIBUTE feature7 real
@ATTRIBUTE feature8 real
@ATTRIBUTE feature9 real
@ATTRIBUTE feature10 real
@ATTRIBUTE feature11 real
@ATTRIBUTE feature12 real
@ATTRIBUTE feature13 real
@ATTRIBUTE class {Surprise,Fear,Happy,Sad,Disgust,Anger}

@DATA
0.1223,0.0887158,0.0955032,0.140683,4.14374,3.73745,15.8942,0.455415,0.465234,0.316069,0.329897,0.180058,0.192006,Anger
0.132763,0.109202,0.11317,0.135625,3.31278,3.35702,14.5845,0.457861,0.462136,0.319297,0.325353,0.182882,0.197453,Anger
0.12181,0.0943772,0.101809,0.126204,3.59374,3.62062,12.4141,0.474425,0.477193,0.322256,0.33819,0.19389,0.209824,Anger
0.117304,0.0905838,0.104886,0.130493,5.10557,4.6177,13.2234,0.479408,0.48384,0.333919,0.357828,0.180207,0.197797,Anger
0.13077,0.095551,0.100104,0.137884,4.93799,4.57255,14.9135,0.474545,0.475525,0.325833,0.333045,0.188381,0.1994,Anger
0.12055,0.0989823,0.107535,0.137216,4.14731,3.84437,11.5873,0.457739,0.467386,0.312865,0.325629,0.17864,0.187627,Anger
0.108223,0.0892499,0.0990969,0.120428,2.82433,2.68516,4.50479,0.432747,0.430812,0.300113,0.296315,0.192997,0.192149,Fear
0.10704,0.0865399,0.09509,0.11815,2.57975,2.652,4.33458,0.429573,0.42521,0.29622,0.291498,0.179078,0.186581,Fear
0.110048,0.0895435,0.102023,0.114464,2.38472,2.39371,4.56822,0.449306,0.438604,0.285316,0.281377,0.210834,0.21454,Fear
0.110673,0.082609,0.097989,0.114433,2.62483,2.80488,4.83907,0.434562,0.424637,0.296951,0.301804,0.185531,0.195448,Fear
0.113272,0.0858091,0.109813,0.149622,3.49581,3.06803,4.43122,0.441035,0.449701,0.293368,0.317169,0.191713,0.208687,Fear
0.100725,0.0934887,0.106077,0.124998,2.86994,2.70676,4.53564,0.440896,0.429662,0.30135,0.301027,0.192642,0.19486,Fear
0.106447,0.107286,0.13007,0.153841,4.68414,3.65297,4.82904,0.437798,0.457751,0.290508,0.326261,0.186371,0.208117,Happy
0.107373,0.0916178,0.113995,0.116472,3.48101,3.52983,6.3904,0.469068,0.475442,0.317826,0.321538,0.212761,0.221555,Happy
0.122093,0.0896106,0.110684,0.109151,3.8969,4.0634,5.22557,0.476485,0.485264,0.317825,0.328746,0.209476,0.21991,Happy
0.109085,0.0979301,0.112922,0.116385,3.73232,3.37407,3.49633,0.462039,0.470782,0.295386,0.290408,0.199722,0.21719,Happy
0.098203,0.0990588,0.116397,0.109641,2.93496,3.02838,4.70635,0.465569,0.46733,0.30935,0.30757,0.21117,0.202306,Happy
0.103204,0.0923889,0.108136,0.103452,3.24465,3.19411,3.84795,0.467096,0.472126,0.302147,0.29666,0.206323,0.219629,Happy
0.1054,0.0913812,0.114014,0.114792,3.55537,3.32572,4.35115,0.464325,0.462808,0.311661,0.312807,0.196075,0.210171,Happy
0.0999928,0.0891314,0.102536,0.0984989,3.19445,3.39949,4.40975,0.457477,0.447563,0.303781,0.284892,0.206415,0.208378,Happy
0.13739,0.11898,0.129265,0.127457,2.76159,2.89472,6.97215,0.454454,0.445397,0.28423,0.286012,0.21112,0.214258,Happy
0.122689,0.107018,0.113455,0.131349,2.91755,3.13512,5.14777,0.44638,0.438174,0.307216,0.307944,0.190129,0.19659,Happy
0.131148,0.120093,0.120478,0.140491,3.2731,3.27276,4.75572,0.433806,0.434339,0.305153,0.303671,0.179812,0.192489,Happy
0.120829,0.108076,0.109799,0.153867,4.42901,3.75274,4.57259,0.444324,0.451186,0.314037,0.319801,0.182004,0.20259,Happy
0.118649,0.107873,0.116906,0.128374,3.49195,3.4178,4.74268,0.448338,0.466246,0.309579,0.317938,0.188402,0.188916,Happy
0.110175,0.10497,0.118055,0.112721,3.41911,3.72362,3.348,0.461119,0.459007,0.308393,0.317144,0.187171,0.194024,Happy
0.117508,0.107649,0.112611,0.12172,3.42151,3.59166,4.40908,0.454479,0.449762,0.303991,0.29958,0.191333,0.189828,Happy
0.112916,0.115557,0.119794,0.134199,3.75551,3.64141,4.43829,0.446795,0.440127,0.3111,0.306814,0.181088,0.192388,Happy
0.104382,0.116208,0.129345,0.124149,2.90038,2.91508,4.19431,0.455134,0.448203,0.288333,0.29377,0.202528,0.209821,Happy
0.117654,0.111566,0.122416,0.119049,3.18619,3.12079,4.39639,0.444815,0.447519,0.28913,0.283012,0.200814,0.206407,Happy
0.110282,0.110154,0.12036,0.119612,3.26533,3.2585,4.27235,0.454684,0.449025,0.301608,0.30044,0.198606,0.201904,Happy
0.124419,0.128707,0.136693,0.135512,2.78608,2.72866,36.8313,0.479845,0.487914,0.327005,0.338611,0.186719,0.195269,Surprise
0.119541,0.121766,0.130939,0.142596,3.26199,3.04949,13.1487,0.484457,0.480372,0.332997,0.338415,0.193289,0.198537,Surprise
0.122339,0.129763,0.136117,0.156873,2.95584,2.79967,25.052,0.489246,0.486204,0.345452,0.348929,0.184717,0.189544,Surprise
0.119885,0.118312,0.123136,0.136966,3.24266,3.11313,21.6531,0.492902,0.492285,0.331494,0.338697,0.195478,0.203189,Surprise
0.127581,0.125458,0.138167,0.127086,2.79121,2.89762,20.7863,0.499854,0.507184,0.328746,0.345892,0.196804,0.201667,Surprise
0.124653,0.126976,0.136151,0.160216,3.07479,2.84829,16.7156,0.498324,0.499439,0.337237,0.344419,0.197647,0.203956,Surprise
0.120141,0.122188,0.133655,0.127132,2.6412,2.86365,7.30421,0.48757,0.480894,0.338465,0.348627,0.185063,0.182865,Surprise
0.131546,0.124713,0.137516,0.158978,3.6776,3.31158,11.9064,0.503951,0.510866,0.329866,0.342938,0.200006,0.211736,Surprise
0.129005,0.123109,0.134336,0.14389,2.57297,2.54293,8.19826,0.498552,0.498885,0.33023,0.345866,0.197821,0.206037,Surprise
0.130597,0.118094,0.130961,0.16613,3.04399,2.76468,5.04073,0.511854,0.517017,0.334219,0.347256,0.207592,0.218845,Surprise
0.138362,0.120221,0.140319,0.165365,2.91712,2.65243,4.53624,0.501491,0.511299,0.359306,0.370708,0.18927,0.204853,Surprise
0.149043,0.120543,0.139885,0.152305,2.5633,2.4145,3.675,0.515992,0.531117,0.32738,0.344037,0.216015,0.229852,Surprise
0.137813,0.1243,0.143574,0.165637,2.69749,2.51495,2.86971,0.535044,0.535848,0.341642,0.349699,0.226371,0.237273,Surprise
0.141896,0.126566,0.13851,0.157069,2.60033,2.43956,2.39364,0.545667,0.536928,0.337042,0.338367,0.235545,0.244427,Surprise
0.135116,0.123826,0.14305,0.140921,2.59904,2.47038,2.64659,0.535542,0.537553,0.331985,0.341466,0.230814,0.245883,Surprise
0.140726,0.13307,0.141063,0.160614,3.15639,2.68135,2.32824,0.550433,0.546026,0.335216,0.333428,0.239039,0.249018,Surprise
0.141036,0.138855,0.150342,0.148978,2.67862,2.53515,2.61594,0.531985,0.530124,0.333414,0.342712,0.22517,0.234992,Surprise
0.158243,0.140197,0.146021,0.152674,2.2739,2.43345,2.35213,0.526609,0.512427,0.330555,0.33321,0.223469,0.221739,Surprise
0.149873,0.156832,0.165642,0.15504,2.3169,2.28605,2.55865,0.531124,0.530402,0.319757,0.333508,0.237188,0.243197,Surprise
0.16013,0.145811,0.149923,0.156726,2.23212,2.36677,2.42543,0.520431,0.509767,0.326223,0.326614,0.224744,0.224033,Surprise
0.154672,0.150507,0.154931,0.156077,2.4972,2.42698,2.51178,0.530376,0.52842,0.330591,0.337822,0.227235,0.235866,Surprise
0.155959,0.140157,0.1424,0.153171,2.58123,2.65666,2.45515,0.521883,0.513502,0.329171,0.332518,0.221423,0.228037,Surprise
0.108159,0.11798,0.134276,0.136926,2.846,2.82942,3.55481,0.479715,0.466437,0.319125,0.324178,0.187517,0.191141,Fear
0.0979668,0.104388,0.112579,0.126901,2.7673,2.65975,7.61422,0.444775,0.433226,0.320252,0.335718,0.17605,0.190317,Fear
0.105473,0.112474,0.119718,0.12566,2.81307,2.72966,3.92914,0.468612,0.456157,0.317458,0.323591,0.181905,0.189242,Fear
0.0996109,0.0980406,0.112929,0.115659,2.75853,2.89485,5.03802,0.463319,0.45381,0.332664,0.346824,0.175124,0.165557,Fear
0.108408,0.111969,0.123825,0.136626,2.63378,2.4562,5.63779,0.448592,0.442661,0.313278,0.32131,0.17324,0.183561,Fear
0.092753,0.098074,0.108851,0.121284,2.95271,2.82924,15.8636,0.447081,0.443331,0.326891,0.331589,0.173288,0.180234,Fear
0.0920266,0.101484,0.111656,0.128034,2.79908,2.58483,8.20238,0.434256,0.428513,0.323225,0.333919,0.163634,0.181527,Fear
0.0909993,0.103608,0.116274,0.116293,3.02682,2.87948,7.35272,0.4522,0.440385,0.321794,0.331914,0.176295,0.177823,Fear
0.0947853,0.104257,0.1206,0.13928,3.17547,2.96301,8.76108,0.44158,0.432683,0.325948,0.343376,0.165189,0.171537,Fear
0.0896174,0.104646,0.116019,0.122967,2.66166,2.51103,6.17503,0.451353,0.442731,0.323817,0.337104,0.170441,0.177532,Fear
0.0900944,0.0908144,0.108725,0.119078,2.50235,2.51578,8.30419,0.444101,0.447812,0.327609,0.3437,0.170394,0.177621,Fear
0.0874531,0.10007,0.120103,0.126353,2.87572,2.71218,10.3628,0.448629,0.446751,0.325645,0.346355,0.177143,0.18084,Fear
0.087722,0.101198,0.124045,0.123372,2.95458,2.81024,4.8489,0.452618,0.452154,0.324744,0.33999,0.168732,0.176764,Fear
0.0863105,0.0965915,0.115622,0.122083,2.95604,2.86401,13.5547,0.447452,0.447306,0.326249,0.335978,0.180321,0.192158,Fear
0.087103,0.0884343,0.0948969,0.104603,2.92193,2.92786,9.56483,0.44877,0.436674,0.324257,0.331748,0.183587,0.178381,Fear
0.0896539,0.0929006,0.100187,0.12442,3.27201,3.22831,8.66485,0.469866,0.452763,0.339985,0.335795,0.182313,0.177044,Fear
0.104621,0.0904924,0.109312,0.141023,2.78584,2.60687,5.32674,0.455545,0.453953,0.333899,0.335106,0.17352,0.178803,Fear
0.117451,0.115464,0.126973,0.139963,2.79592,2.66533,33.9857,0.487229,0.486492,0.335188,0.342039,0.19098,0.187886,Anger
0.114939,0.114881,0.119866,0.137452,2.84711,2.77338,13.8656,0.483167,0.474236,0.331136,0.331503,0.188051,0.186578,Anger
0.11111,0.120239,0.119223,0.130252,3.35047,3.01727,78.3739,0.473432,0.472234,0.326459,0.332226,0.181585,0.187409,Anger
0.112166,0.109683,0.114522,0.131528,2.89628,2.75725,19.6146,0.466376,0.467525,0.311519,0.321833,0.184603,0.187196,Anger
0.111338,0.104014,0.113724,0.13111,3.53675,3.42555,27.1846,0.484906,0.485501,0.319375,0.328934,0.197368,0.19643,Anger
0.0954107,0.110081,0.115768,0.121792,2.82765,2.63138,21.25,0.4715,0.46803,0.335383,0.335359,0.181267,0.178793,Anger
0.114933,0.107847,0.110083,0.151538,3.84647,3.47815,18.2513,0.483364,0.477767,0.327498,0.336613,0.188716,0.18858,Anger
0.0963474,0.0887272,0.0971494,0.114893,3.5213,3.44351,27.7774,0.475798,0.478539,0.326145,0.339087,0.188609,0.191386,Anger
0.104086,0.108988,0.106293,0.145266,3.31706,3.01999,24.3283,0.47971,0.46896,0.343889,0.345667,0.178788,0.1826,Anger
0.0972599,0.10127,0.106053,0.124615,2.92825,2.66441,18.9458,0.464588,0.46306,0.320665,0.328869,0.182697,0.187399,Anger
0.0963452,0.100394,0.105055,0.128845,3.55642,3.43926,34.0438,0.480466,0.469566,0.33855,0.346729,0.18065,0.179009,Anger
0.0958122,0.103208,0.103655,0.133952,3.36058,3.11139,23.0492,0.476467,0.468637,0.337452,0.347467,0.176962,0.182093,Anger
0.0920406,0.0930826,0.0992133,0.1037,2.76777,2.69931,19.1893,0.461596,0.463802,0.333311,0.346139,0.17247,0.172384,Anger
0.0958797,0.0938666,0.103982,0.0988228,2.71125,2.64587,21.3188,0.461741,0.465899,0.318037,0.333361,0.180688,0.184588,Anger
0.0939072,0.0941229,0.0956197,0.113611,2.55825,2.49781,17.1822,0.457116,0.456605,0.329069,0.335492,0.173266,0.179651,Anger
0.0878701,0.105473,0.108215,0.106333,2.9816,2.87835,12.8428,0.461647,0.460104,0.329,0.335188,0.175295,0.1769,Anger
0.0944805,0.0987628,0.102814,0.104524,2.982,2.94496,13.708,0.451981,0.44682,0.313708,0.316594,0.176994,0.179809,Anger
0.0839055,0.0942387,0.0974387,0.099797,2.93307,2.88239,11.6179,0.457614,0.454885,0.320994,0.326156,0.174732,0.182675,Anger
0.108207,0.101295,0.108952,0.124387,3.91111,3.86358,25.9669,0.469207,0.466566,0.342559,0.346401,0.178077,0.175953,Anger
0.106617,0.104511,0.1148,0.126896,3.87621,3.88781,11.3889,0.453885,0.459714,0.323997,0.329596,0.170373,0.171631,Anger
0.109449,0.102041,0.115543,0.144754,4.41973,3.86468,12.9613,0.453998,0.466846,0.310447,0.331426,0.175836,0.190254,Anger
0.109838,0.116976,0.123108,0.130193,4.15587,4.06247,11.4011,0.463042,0.466432,0.318768,0.320156,0.18477,0.182614,Anger
0.116302,0.12129,0.127851,0.15037,4.75177,4.18179,18.2326,0.464344,0.472561,0.321965,0.341334,0.179465,0.187228,Anger
0.1114,0.118148,0.124824,0.144956,4.6258,4.23066,14.6212,0.459924,0.472687,0.315025,0.328603,0.184254,0.196511,Anger
0.111381,0.101113,0.102912,0.129541,3.32586,3.21436,7.06974,0.440461,0.440269,0.309074,0.312382,0.184351,0.186356,Anger
0.113247,0.10665,0.117237,0.1413,3.85595,3.59341,6.41493,0.44406,0.45712,0.331138,0.338815,0.167205,0.182754,Anger
0.114908,0.11689,0.127247,0.138269,3.68247,3.44431,9.26472,0.450031,0.465414,0.319775,0.328123,0.178439,0.187445,Anger
0.115789,0.111199,0.116725,0.15489,2.98287,2.77269,5.23215,0.468034,0.467069,0.326045,0.333957,0.1806,0.189497,Disgust
0.105419,0.109659,0.111771,0.136022,3.3848,3.28152,15.5178,0.456776,0.458823,0.321892,0.332546,0.174483,0.184853,Disgust
0.111305,0.108901,0.116454,0.136465,3.6981,3.62944,14.203,0.450093,0.453715,0.316584,0.325064,0.179161,0.185358,Disgust
0.109027,0.115882,0.11849,0.108583,3.14447,3.30394,12.2658,0.456855,0.4588,0.324273,0.326339,0.168908,0.171167,Disgust
0.109698,0.118778,0.126556,0.136085,3.33657,3.03248,12.0548,0.444652,0.45319,0.313602,0.324319,0.172499,0.181499,Disgust
0.104785,0.117475,0.120011,0.123119,2.71439,2.81991,13.4619,0.44549,0.45075,0.34222,0.345674,0.160243,0.163851,Disgust
0.101939,0.120379,0.118177,0.125167,3.31972,3.1919,12.1726,0.458597,0.463125,0.317829,0.320156,0.187022,0.194932,Disgust
0.0986844,0.118904,0.115351,0.111977,2.90553,2.99725,5.30077,0.436069,0.429595,0.316431,0.310463,0.168465,0.175833,Disgust
0.114555,0.101574,0.106237,0.139077,4.4065,3.95317,4.45645,0.455515,0.451357,0.311021,0.327652,0.176612,0.197676,Disgust
0.110263,0.109817,0.107508,0.124634,3.13478,3.09877,6.0889,0.44065,0.437462,0.317514,0.316056,0.165021,0.178821,Disgust
0.106739,0.106128,0.115066,0.125106,4.17889,4.13104,4.83616,0.445019,0.442968,0.316099,0.326787,0.168816,0.174059,Disgust
0.125669,0.121577,0.114197,0.12965,3.13361,3.03145,4.38082,0.442469,0.44635,0.32229,0.312651,0.16476,0.175966,Disgust
0.110653,0.111601,0.111122,0.124284,3.45571,3.39644,4.65539,0.441406,0.439027,0.329622,0.32474,0.154772,0.163446,Disgust
0.127325,0.116595,0.109392,0.122245,3.5375,3.82027,4.88595,0.454344,0.442206,0.332787,0.329239,0.15848,0.162932,Disgust
0.10097,0.107922,0.120224,0.127565,2.86124,2.81674,16.2273,0.435279,0.43072,0.316717,0.329587,0.172895,0.189402,Happy
0.118523,0.116274,0.124522,0.137201,2.72634,2.79729,10.8762,0.43221,0.426997,0.328503,0.341124,0.151551,0.169942,Happy
0.129939,0.119538,0.118959,0.12598,2.65139,2.78664,9.19801,0.433256,0.43572,0.342294,0.344524,0.13993,0.137482,Happy
0.135565,0.118625,0.113046,0.126089,3.29073,3.59276,9.46691,0.439974,0.438562,0.343798,0.344107,0.127401,0.131791,Happy
0.127844,0.1141,0.120754,0.140172,4.13062,4.16155,9.6758,0.445656,0.451433,0.338426,0.342937,0.140983,0.149697,Happy
0.129096,0.115942,0.11747,0.121803,3.50638,3.69815,6.97085,0.453011,0.452458,0.340866,0.335552,0.144494,0.15588,Happy
0.129956,0.122739,0.123277,0.123171,3.49724,3.68472,7.69533,0.452512,0.451522,0.332631,0.325343,0.148814,0.156308,Happy
0.125514,0.108525,0.110228,0.112746,3.36133,3.56688,7.3488,0.455778,0.45038,0.339372,0.334744,0.151702,0.162086,Happy
0.144876,0.133333,0.130727,0.143746,2.72159,2.52178,8.97179,0.481185,0.479949,0.333144,0.329786,0.17385,0.187206,Surprise
0.15425,0.122563,0.126134,0.146348,2.87807,2.79173,4.20888,0.491664,0.485679,0.349443,0.338668,0.182572,0.189645,Surprise
0.156212,0.138043,0.137434,0.15514,2.49699,2.36168,3.03639,0.50263,0.508904,0.345688,0.335706,0.192914,0.209592,Surprise
0.142148,0.127195,0.132658,0.144952,2.45967,2.25084,2.6317,0.531144,0.535386,0.343387,0.336196,0.213763,0.232849,Surprise
0.159918,0.143343,0.158246,0.158604,2.69223,2.46457,2.56762,0.554521,0.554986,0.343935,0.350077,0.237241,0.245154,Surprise
0.156539,0.145792,0.153819,0.147635,2.24134,2.16702,2.36727,0.554886,0.556766,0.334956,0.329267,0.24623,0.255122,Surprise
0.16252,0.138036,0.148973,0.147827,2.47993,2.37063,2.46378,0.551647,0.556122,0.339845,0.327883,0.24397,0.258501,Surprise
0.161113,0.145361,0.138437,0.149132,3.27501,3.07284,6.4487,0.498795,0.516799,0.328476,0.342807,0.201911,0.212422,Surprise
0.164802,0.15601,0.146823,0.151823,2.62604,2.53998,12.0219,0.4897,0.509282,0.323529,0.326981,0.199025,0.214527,Surprise
0.155968,0.141973,0.13387,0.146906,3.64378,3.36031,9.53491,0.488747,0.507318,0.330149,0.345171,0.194335,0.202959,Surprise
0.15364,0.142986,0.149798,0.157975,2.71317,2.63415,4.4854,0.522522,0.527973,0.357365,0.346602,0.223003,0.229353,Surprise
0.127192,0.117577,0.117175,0.125141,2.82934,2.77063,26.0419,0.440239,0.431937,0.343558,0.332454,0.162629,0.155779,Sad
0.123574,0.115892,0.115303,0.138048,2.95753,2.60105,12.01,0.437719,0.434006,0.315388,0.309015,0.165065,0.170729,Sad
0.119769,0.101089,0.101273,0.124859,3.11953,2.93797,4.09033,0.433439,0.439533,0.329545,0.324593,0.13739,0.143262,Anger
0.118353,0.101265,0.0985421,0.122506,2.99449,2.93652,4.79013,0.4348,0.429187,0.33336,0.32627,0.140784,0.143404,Anger
0.117489,0.0972697,0.0974065,0.125851,3.23879,2.96228,4.77311,0.437365,0.436779,0.330169,0.327063,0.143448,0.152792,Anger
0.114092,0.0873136,0.0916172,0.115884,3.81977,3.58349,4.97031,0.450774,0.451802,0.330107,0.331227,0.1541,0.166851,Anger
0.116648,0.087834,0.0943026,0.122104,3.85466,3.40262,4.72249,0.44059,0.44533,0.319079,0.322778,0.15161,0.163218,Anger
0.110238,0.089207,0.0913488,0.118103,3.76462,3.43466,4.99191,0.446472,0.446423,0.327013,0.328547,0.154563,0.167672,Anger
0.113646,0.0844315,0.0916122,0.11361,3.96695,3.65301,5.25062,0.446876,0.450726,0.320931,0.322256,0.159488,0.17215,Anger
0.11621,0.109762,0.113655,0.133708,2.75175,2.5444,11.7472,0.428042,0.424322,0.311116,0.304198,0.164974,0.164327,Sad
0.131745,0.11761,0.115254,0.138107,2.66828,2.39601,19.9121,0.437907,0.446698,0.337824,0.334763,0.147603,0.158416,Sad
0.118722,0.0942967,0.0942819,0.128271,3.41876,3.12531,13.0652,0.444902,0.446585,0.331172,0.327154,0.169352,0.167281,Sad
0.119481,0.11617,0.10221,0.128749,2.91314,2.67911,9.91812,0.432875,0.435153,0.333708,0.315503,0.151816,0.158492,Sad
0.122751,0.105127,0.102709,0.126462,3.1045,2.95567,14.175,0.446758,0.444504,0.335105,0.331745,0.163707,0.157699,Sad
0.114749,0.0996751,0.0803608,0.112295,3.4094,3.36692,17.4314,0.460181,0.443866,0.352989,0.339328,0.161319,0.151735,Sad
0.118724,0.102148,0.0970099,0.111677,3.34356,3.43789,20.5302,0.45608,0.442846,0.348737,0.337946,0.166186,0.147983,Sad
0.130497,0.111033,0.107607,0.139342,4.5958,4.23176,14.1011,0.44659,0.437868,0.32685,0.319874,0.157766,0.157021,Disgust
0.130878,0.109631,0.108185,0.132745,4.59121,4.0864,11.18,0.443779,0.441783,0.327713,0.320208,0.162599,0.161626,Disgust
0.131218,0.113885,0.10943,0.135708,4.45251,4.15109,8.59333,0.434991,0.433859,0.32726,0.317255,0.149478,0.149857,Disgust
0.136311,0.111097,0.105259,0.136877,3.49479,3.47768,8.77662,0.428903,0.427506,0.330236,0.318968,0.143229,0.150112,Disgust
0.136927,0.112631,0.107855,0.133462,4.00074,4.10231,8.69492,0.435744,0.432613,0.332184,0.321446,0.147232,0.151577,Disgust
0.125965,0.109283,0.104414,0.123192,4.23941,4.46692,8.31361,0.431824,0.429827,0.336812,0.329199,0.143656,0.142481,Disgust
0.131406,0.111162,0.104584,0.128678,3.98091,4.01349,9.97081,0.447573,0.439562,0.336368,0.321461,0.150108,0.152368,Disgust
0.132698,0.112906,0.105836,0.127472,3.62193,3.64413,8.8668,0.436888,0.432576,0.342792,0.329091,0.142146,0.142805,Disgust
0.131806,0.10646,0.0995465,0.128748,3.1944,3.30039,11.4936,0.429873,0.4249,0.32378,0.306871,0.148022,0.152726,Disgust
0.137021,0.115909,0.107283,0.132802,3.69671,3.6659,14.4933,0.444508,0.440011,0.329012,0.316567,0.147313,0.154231,Disgust
0.129255,0.10653,0.0947248,0.122579,3.41172,3.41877,9.62766,0.442085,0.430769,0.332907,0.313072,0.146514,0.152466,Disgust
0.133971,0.117038,0.120452,0.132647,2.52631,2.43886,4.81665,0.443275,0.451038,0.334146,0.320279,0.150817,0.158016,Happy
0.131092,0.118199,0.120855,0.14312,2.32237,2.17693,3.78444,0.443816,0.455421,0.331366,0.331309,0.142506,0.160984,Happy
0.135214,0.122625,0.124269,0.136816,2.83601,2.552,5.06188,0.433552,0.437455,0.335486,0.321931,0.149697,0.147212,Happy
0.127061,0.122418,0.122484,0.139595,2.8414,2.65742,4.66306,0.431069,0.435368,0.339858,0.334237,0.140587,0.145346,Happy
0.132784,0.114928,0.112496,0.12408,2.91692,3.01233,4.69317,0.445752,0.446355,0.341062,0.330095,0.145175,0.149055,Happy
0.122838,0.117579,0.115901,0.128248,3.27376,2.94482,5.10722,0.447271,0.443157,0.343819,0.329953,0.153604,0.15398,Happy
0.112942,0.118382,0.123034,0.137569,2.96027,2.60054,5.28808,0.430555,0.43709,0.330979,0.332115,0.149787,0.158201,Happy
0.131851,0.113504,0.112857,0.128588,3.21854,2.94602,4.39163,0.45421,0.462409,0.343763,0.347168,0.144456,0.156734,Happy
0.126637,0.111169,0.110382,0.127992,3.74964,3.39213,4.82213,0.447503,0.452551,0.338588,0.329887,0.148868,0.156915,Happy
0.130655,0.106278,0.105014,0.124959,3.66422,3.26675,5.05004,0.44678,0.452243,0.333701,0.328219,0.151845,0.159951,Happy
0.125813,0.113311,0.111761,0.130135,3.61339,3.17623,4.99271,0.433168,0.440195,0.330292,0.326633,0.14796,0.155561,Happy
0.116122,0.106644,0.111053,0.121371,4.02353,3.55178,5.42273,0.453322,0.452307,0.341068,0.339375,0.15452,0.16055,Happy
0.152284,0.15777,0.157221,0.141788,2.65913,2.73829,18.6116,0.480524,0.48262,0.331175,0.329951,0.179355,0.183544,Surprise
0.155494,0.167561,0.18366,0.146312,2.4981,2.544,6.34124,0.476156,0.484039,0.31423,0.314064,0.199475,0.202857,Surprise
0.156935,0.169454,0.177589,0.153509,2.66742,2.56246,3.43734,0.505957,0.506235,0.330009,0.327088,0.208323,0.208554,Surprise
0.153329,0.17725,0.194563,0.162783,2.34356,2.2737,3.25754,0.493462,0.498557,0.317426,0.316646,0.214768,0.22017,Surprise
0.148254,0.17533,0.193357,0.160145,2.29154,2.25187,3.17327,0.495661,0.496989,0.316085,0.318998,0.220422,0.223356,Surprise
0.151008,0.177541,0.19077,0.161628,2.33181,2.25346,2.98975,0.495412,0.495409,0.320923,0.317236,0.218613,0.215186,Surprise
0.148805,0.165225,0.17316,0.168781,2.76257,2.36182,2.98829,0.49995,0.498797,0.315376,0.312407,0.222202,0.221548,Surprise
0.150435,0.167466,0.176331,0.138864,2.37662,2.41046,2.83077,0.512481,0.508294,0.307558,0.30632,0.237928,0.235468,Surprise
0.156606,0.16835,0.177652,0.150597,2.61334,2.56678,2.60257,0.518545,0.524314,0.326563,0.330652,0.226628,0.223842,Surprise
0.149087,0.158573,0.168272,0.151603,2.64842,2.4294,3.30502,0.5063,0.510643,0.33249,0.331102,0.218963,0.228066,Surprise
0.149846,0.160349,0.167608,0.159021,2.82141,2.65539,3.12839,0.518566,0.520558,0.307866,0.313549,0.241735,0.247802,Surprise
0.165966,0.169336,0.166163,0.154575,3.21913,2.8101,15.9109,0.509658,0.511156,0.341709,0.331798,0.218595,0.21676,Surprise
0.102413,0.128156,0.129982,0.118781,3.50487,3.15231,35.2048,0.452533,0.445093,0.325604,0.318182,0.174957,0.177756,Sad
0.113523,0.131453,0.12599,0.124578,3.60551,3.28963,43.3952,0.462858,0.448969,0.345473,0.334752,0.169761,0.169135,Sad
0.0959323,0.122066,0.124378,0.115439,4.03205,3.75235,25.332,0.459168,0.44414,0.338291,0.330252,0.174195,0.168652,Sad
0.101403,0.12554,0.124644,0.11808,3.33351,3.10933,33.9448,0.449966,0.440209,0.329512,0.320051,0.17009,0.171178,Sad
0.0991901,0.120493,0.122954,0.109238,3.53434,3.43538,37.7374,0.461999,0.447434,0.335109,0.325757,0.186026,0.169677,Sad
0.114267,0.122281,0.124858,0.139105,3.51865,3.27254,4.84428,0.467797,0.447393,0.326579,0.323376,0.17897,0.176928,Sad
0.101944,0.116534,0.116762,0.115828,3.80558,3.43562,20.4462,0.449439,0.441081,0.327107,0.317978,0.171959,0.17472,Sad
0.0943332,0.127476,0.135017,0.124308,3.37915,3.06808,63.9881,0.450837,0.43846,0.332307,0.327624,0.183718,0.178403,Sad
0.107209,0.12239,0.122712,0.120668,3.57852,3.30783,14.3601,0.466985,0.453413,0.336916,0.334447,0.177129,0.179443,Sad
0.104716,0.115312,0.111395,0.116993,3.91769,3.93436,11.9498,0.459743,0.446628,0.341805,0.33832,0.178378,0.175638,Anger
0.103042,0.113009,0.101148,0.0974567,3.78289,3.87119,10.6474,0.461436,0.445289,0.339836,0.327415,0.168366,0.171846,Anger
0.113225,0.113007,0.101876,0.112515,3.37389,3.44519,10.5441,0.466083,0.453601,0.346845,0.341339,0.169582,0.178291,Anger
0.10373,0.112272,0.103812,0.111711,3.84084,3.7,8.07875,0.454472,0.437839,0.348308,0.330121,0.171446,0.17243,Anger
0.115224,0.114733,0.103885,0.115112,3.58017,3.64105,10.569,0.458731,0.450699,0.344917,0.335484,0.166334,0.172922,Anger
